QRID,weight,SurveyPublic,DEMONYM,Q1,Q2a,Q2b,Q2c,Q2d,Q3,Q4,QLEGAL,Q5a,Q5b,Q5c,Q5d,QCURREL,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,QBORN,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q8i,Q8j,Q8k,Q9,Q10,Q11,Q12,QCHREL,Q13,Q14,Q15a,Q15b,Q15c,Q15d,QFIGURESa,QFIGURESb,QFIGURESc,QFIGURESd,QFIGURESe,QFIGURESf,QFIGURESg,QFIGURESh,QFIGURESi,Q16_1,Q16_2,Q16_3,Q16_98,Q16_99,Q17,Q18,Q19,Q20a,Q20b,Q21,Q22a,Q22b,Q22c,Q22d,Q23,Q24a,Q24b,Q24c,Q24d,Q25a,Q25b,Q25c,Q26a,Q26b,Q27a,Q27b,Q27c,Q27d,Q27e,Q27f,Q27g,Q27h,Q27i,Q28,Q29,Q30,Q31,Q33,Q35,Q36,Q37,Q38a,Q38b,Q38c,Q39a,Q39b,Q39c,Q39d,QABORT,Q40a,Q40b,Q40c,Q40d,Q40e,QATTEND,QAGE,QAGE_NRHKG,QAGE_NRJPN,QAGE_NRKOR,QAGE_NRTWNrec,QAGE_NRVNM,QETHHKG,QETHTWN,QETHVNM,QFERT,QHH1,QHH2,Q41,QMARRIED,QEDUHKG,QEDUJPN,QEDUKOR,QEDUTWN,QEDUVNM,CHURCHEDUa,CHURCHEDUb,QPTYJPN,QPTYTWN,Q50,Q51,QZIPHKG,QZIPHKG2,QZIPJPN2,QZIPKOR,QZIPTWN,VietnamRegion,GenderRec,Language,ISCED,UrbanVietnam
4039280,0.45612659,4,4,1,1,3,1,3,1,3,4,1,1,1,1,1,1,2, ,2,1,1, ,2,2,2,1,2,2,97,1,1,1,1,1,1,1,1,1,1,1,2,2,7, , ,1,1,1,2,2,2,2,2,2,2, , ,2,2,2,1,2,2, ,3,2, , , ,2,1,1,2,2,1,1,2,1,1,1,1,5,4,2,1,1,2,1,2,1,2,2,7,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,4,4,4,3,4, ,58, , , , , , , , ,3, ,5, ,1, , ,8, , ,2,2, , , , , , , ,8, , ,1,5,5, 
4039452,0.981698671,4,4,2,4,3,3,3,2,1,3,2,1,1,1,8,2,2, ,2,2,2, ,2,98,1,1,2, , , , , , , , , , , ,4,1,1,3,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,1,1,1,7,2,2,2,2,3,2,1,1,2,1,1,98,1,4,2,1,4,3,4,4, ,47, , , , , , , , ,0, ,1, ,2, , ,7, , ,2,2, , , , , , , ,12, , ,1,5,5, 
4039515,1.092172565,4,4,1,3,3,3,3,1,3,4,1,3,2,2,2,2,1, ,1,1,2,2,2,2,2,1,2, , , , , , , , , , , ,2,1,1,2,6, , ,2,2,1,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,1,2, , , ,1,1,1,1,1,1,2,1,1,2,2,2,3,5,2,1,2,2,1,1,1,1,1,3,2,1,1,1,1,2,1,2,1,2,1,2,1,4,2,2,3,4,4,4,5,59, , , , , , , , ,3, ,5, ,1, , ,5, , ,2,2, , , , , , , ,8, , ,1,5,3, 
4039517,1.081217829,4,4,3,3,3,3,3,2,1,3,3,2,3,2,8,1,2, ,2,1,2, ,2,1,1,1,2, , , , , , , , , , , ,4,2,2,2,8, , ,2,1,1,2,2,1,2,2,1,1, , ,2,2,1,2,2,2, ,3,2, , , ,1,2,1,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,7,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,1,4,3,2,3, ,68, , , , , , , , ,2, ,2, ,1, , ,7, , ,2,2, , , , , , , ,10, , ,2,5,5, 
4039570,1.401315194,4,4,1,1,3,3,3,1,3,3,2,1,2,1,2,2,1, ,2,1,1,1,1,1,1,1,2, , , , , , , , , , , ,2,2,1,2,2, , ,1,2,2,2,2,2,2,2,1,2, , ,2,2,2,1,2,2, ,3,1,98,1,3,2,1,1,2,2,1,1,1,2,1,1,2,5,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,4,2,1,2,4,3,2,1,1,6,52, , , , , , , , ,0, ,2, ,4, , ,6, , ,1,98, , , , , , , ,2, , ,1,5,3, 
4039571,0.635736308,4,4,3,3,3,3,3,2,3,4,2,1,1,1,2,2,1, ,1,1,2,98,98,1,2,1,2, , , , , , , , , , , ,2,1,2,1,2, , ,2,2,1,2,2,2,1,2,1,2, , ,2,1,2,2,2,2,2,2,1,1,1,4,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,1,2,98,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,98,2,3,4,2,4,4,4,4,3,70, , , , , , , , ,99, ,99, ,1, , ,99, , ,98,98, , , , , , , ,3, , ,1,5,99, 
4039607,1.250028945,4,4,2,1,3,3,3,2,3,2,1,2,2,1,2,1,1, ,1,1,1,2,2,2,1,2,98, , , , , , , , , , , ,3,1,1,2,8, , ,2,1,1,2,2,2,2,2,1,1, , ,2,1,1,2,2,2,2,2,2, , , ,1,1,1,2,1,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,2,1,2,2,2,2,3,2,3,2,1,3,3,2,4,4,44, , , , , , , , ,3, ,2, ,1, , ,8, , ,2,2, , , , , , , ,2, , ,2,5,5, 
4039670,1.113256701,4,4,1,3,3,3,3,2,1,4,1,1,1,1,2,2,2, ,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,1,1,1,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,5,1,2,1,1,2,2,2,1,1,2,6,2,2,2,2,1,1,1,2,2,2,2,3,2,3,3,2,4,4,3,3,5,34, , , , , , , , ,3, ,2, ,1, , ,8, , ,2,2, , , , , , , ,10, , ,2,5,5, 
4039681,0.9570375,4,4,2,3,3,3,3,2,3,3,2,1,2,1,2,1,1, ,1,1,2,2,2,2,2,98,1, , , , , , , , , , , ,2,1,1,2,1, , ,1,2,1,2,2,1,1,2,1,2, , ,2,2,1,2,2,2, ,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,3,2,2,3,2,4,4,4,4,2,59, , , , , , , , ,2, ,2, ,1, , ,8, , ,2,2, , , , , , , ,14, , ,2,5,5, 
4039713,1.15768108,4,4,2,3,3,3,3,2,3,2,3,3,2,2,8,1,2, ,1,1,1, ,2,2,98,1,2, , , , , , , , , , , ,4,2,2,2,6, , ,2,1,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,3,2,2,1,2,1,2,2,1,2,2,6,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,4,4,4,4, ,51, , , , , , , , ,2, ,4, ,1, , ,7, , ,2,2, , , , , , , ,8, , ,1,5,5, 
4039755,0.303121239,4,4,2,3,3,3,3,2,3,4,3,2,2,2,2,2,1, ,1,1,2,2,1,2,1,1,1, , , , , , , , , , , ,2,1,1,1,1, , ,1,2,1,1,2,2,1,2,1,2, , ,2,1,2,2,2,2,2,2,2, , , ,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,5,2,2,1,2,2,2,1,1,1,1,1,4,2,3,3,2,4,4,4,4,4,74, , , , , , , , ,3, ,2, ,1, , ,8, , ,2,2, , , , , , , ,13, , ,1,5,5, 
4039771,0.765838145,4,4,2,3,3,3,3,2,3,2,1,2,2,1,8,1,2, ,2,1,2, ,2,2,1,1,2, , , , , , , , , , , ,4,2,2,2,1, , ,2,1,2,2,2,1,2,2,2,1, , ,2,2,1,2,2,2, ,3,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,4,3,1,1,1,2,2,2,2,2,2,7,2,2,1,1,2,1,1,2,2,2,2,2,2,3,1,2,4,4,4,4, ,34, , , , , , , , ,0, ,2, ,4, , ,10, , ,1,2, , , , , , , ,1, , ,2,5,5, 
4039788,0.386789483,4,4,2,3,3,3,3,2,3,2,1,2,1,1,1,1,1, ,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,7, , ,1,1,2,1,2,1,1,2,1,2, , ,1,2,2,1,2,2, ,3,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,3,2,2,1,2,2,1,1,1,1,1,2,4,2,3,3,1,4,4,3,4, ,57, , , , , , , , ,2, ,3, ,5, , ,8, , ,2,2, , , , , , , ,16, , ,1,5,5, 
4039802,0.429099694,4,4,2,1,3,3,3,1,3,4,2,3,3,3,8,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,3,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,1,4,2, , , ,1,2,1,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,4,4,4,4, ,67, , , , , , , , ,2, ,2, ,1, , ,7, , ,2,2, , , , , , , ,1, , ,1,5,5, 
4039939,1.032697615,4,4,2,3,2,3,3,2,3,3,1,2,2,1,8,2,2, ,2,1,2, ,2,1,1,1,2, , , , , , , , , , , ,2,2,2,1,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,5,5,2,1,2,2,2,2,1,2,2,7,2,2,2,2,2,1,1,2,2,2,4,4,4,4,2,1,3,1,3,3, ,37, , , , , , , , ,1, ,3, ,1, , ,8, , ,2,2, , , , , , , ,8, , ,2,5,5, 
4039941,0.790645967,4,4,2,3,3,3,3,2,3,4,2,1,1,1,2,1,1, ,2,1,1,2,2,2,1,1,1, , , , , , , , , , , ,2,1,1,2,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,1,1,1,3,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,4,4,3,4,7,64, , , , , , , , ,1, ,2, ,5, , ,8, , ,1,2, , , , , , , ,4, , ,2,5,5, 
4039979,0.599618944,4,4,2,1,3,1,4,1,3,4,1,1,1,1,1,2,2, ,1,1,2, ,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,3,2,1,2,8, , ,2,1,2,2,2,1,2,2,2,1, , ,2,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,3,1,1,1,2,2,2,2,2,2,2,7,2,2,1,1,1,2,1,2,2,2,4,4,4,4,3,3,2,1,4,4, ,68, , , , , , , , ,2, ,2, ,1, , ,7, , ,2,2, , , , , , , ,8, , ,1,5,5, 
4039993,1.032697615,4,4,2,3,3,3,3,2,3,3,1,1,2,1,8,2,1, ,2,1,2,2,98,1,1,1,1, , , , , , , , , , , ,4,1,1,2,2, , ,2,2,2,2,2,2,2,2,1,2, , ,2,2,2,2,1,2, ,98,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,5,1,1,1,1,98,1,2,1,1,2,4,2,2,1,2,2,1,1,2,2,2,2,2,3,2,2,2,4,4,4,4, ,35, , , , , , , , ,2, ,2, ,1, , ,8, , ,2,2, , , , , , , ,8, , ,2,5,5, 
4039995,0.838068915,4,4,1,3,3,3,3,2,3,2,1,3,2,2,1,1,2, ,2,1,2, ,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2,6, , ,1,1,2,1,2,1,2,2,2,1, , ,1,1,1,2,2,2,2,3,1,1,1,3,1,1,1,1,2,1,2,1,1,2,2,2,3,1,1,2,1,1,1,1,1,2,1,3,2,2,1,2,2,2,1,1,2,1,1,4,1,4,2,1,4,4,3,4, ,51, , , , , , , , ,0, ,2, ,4, , ,10, , ,1,1, , , , , , , ,8, , ,2,5,5, 
4040053,0.303121239,4,4,2,3,3,3,3,2,3,3,1,1,1,1,2,1,1, ,1,1,2,2,2,2,2,2,2, , , , , , , , , , , ,2,1,2,1,8, , ,2,2,1,2,2,2,2,2,1,2, , ,2,2,1,2,2,2, ,4,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,4,4,3,4,5,66, , , , , , , , ,2, ,2, ,1, , ,8, , ,1,2, , , , , , , ,8, , ,1,5,5, 
4040090,1.092172565,4,4,2,1,3,3,3,1,3,4,3,2,1,1,8,1,2, ,2,1,2, ,2,2,2,1,98, , , , , , , , , , , ,4,2,2,2,1, , ,2,2,2,2,2,1,2,2,2,1, , ,2,1,1,2,2,2,2,3,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,1,2,2,7,2,2,1,2,2,2,1,2,2,2,2,98,2,98,3,3,4,3,3,4, ,64, , , , , , , , ,1, ,3, ,1, , ,7, , ,2,2, , , , , , , ,4, , ,1,5,5, 
4040153,0.926148293,4,4,2,3,3,3,3,1,3,4,1,3,3,3,8,2,2, ,2,1,2, ,2,2,2,1,2, , , , , , , , , , , ,4,2,2,3,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,3,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,2,7,2,2,2,2,1,2,1,2,2,2,4,4,4,4,2,3,4,4,2,2, ,62, , , , , , , , ,2, ,1, ,2, , ,7, , ,2,2, , , , , , , ,5, , ,1,5,5, 
4040174,1.322020405,4,4,2,3,3,3,3,2,3,3,1,1,1,1,8,1,2, ,98,1,1, ,2,2,1,1,2, , , , , , , , , , , ,3,2,2,3,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,1,3,2, , , ,1,1,1,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,7,2,2,1,2,2,1,1,2,2,2,2,3,2,3,3,4,4,98,3,4, ,56, , , , , , , , ,2, ,2, ,2, , ,6, , ,2,2, , , , , , , ,7, , ,1,5,3, 
4040263,0.565802574,4,4,3,3,3,3,3,2,3,4,2,1,2,2,2,2,1, ,2,2,2,1,2,2,1,1,2, , , , , , , , , , , ,1,1,1,1,1, , ,1,2,1,2,2,2,2,2,1,2, , ,2,1,2,2,2,2,2,4,2, , , ,2,2,2,2,2,2,2,1,2,2,2,2,4,3,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,3,2,3,3,1,4,4,4,4,3,62, , , , , , , , ,0, ,1, ,4, , ,8, , ,1,2, , , , , , , ,1, , ,2,5,5, 
4040364,0.547076112,4,4,2,3,3,3,3,2,3,1,3,1,3,1,8,2,2, ,2,2,2, ,2,2,1,1,1, , , , , , , , , , , ,3,2,2,2,6, , ,2,1,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,1,2,1,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,2,2,2,2,2,2,2,6,2,2,1,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,4,3, ,22, , , , , , , , ,0, ,3, ,4, , ,5, , ,2,2, , , , , , , ,1, , ,1,5,3, 
4040489,0.599739415,4,4,2,3,3,3,3,2,3,4,1,1,1,1,2,1,1, ,2,1,2,2,2,2,1,1,2, , , , , , , , , , , ,1,1,1,1,1, , ,2,2,1,2,2,2,2,2,1,2, , ,2,2,1,2,2,2, ,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,3,2,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,4,2,4,2,4,4,4,2,4,2,51, , , , , , , , ,1, ,3, ,1, , ,8, , ,1,2, , , , , , , ,1, , ,2,5,5, 
4040499,0.585234551,4,4,3,3,3,3,3,2,3,1,1,2,2,2,8,1,2, ,1,1,1, ,2,2,1,1,1, , , , , , , , , , , ,2,2,1,2,1, , ,2,1,2,2,2,1,2,2,2,1, , ,2,2,1,2,2,2, ,4,2, , , ,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,5,2,2,1,1,2,1,1,2,2,1,1,4,1,3,1,1,4,4,2,4, ,47, , , , , , , , ,0, ,2, ,4, , ,9, , ,2,1, , , , , , , ,3, , ,1,5,5, 
4040584,1.424344803,4,4,2,4,3,4,3,2,3,98,3,1,98,98,1,1,98, ,2,2,2, ,98,98,1,1,98,2,98,1,2,2,2,97,2,2,2,2,3,1,2,2,1, , ,2,1,2,2,2,1,2,2,2,2, , ,2,1,2,2,2,2,2,3,1,2,1,2,1,2,1,2,2,1,2,1,1,2,2,2,5,5,2,98,1,2,2,2,1,2,2,7,2,1,1,2,2,3,1,1,2,1,4,1,99,3,4,2,4,2,2,98, ,67, , , , , , , , ,3, ,3, ,1, , ,4, , ,2,2, , , , , , , ,11, , ,1,5,2, 
4040613,0.508469155,4,4,2,3,3,3,3,2,3,3,2,2,2,2,8,1,2, ,1,1,1, ,2,2,2,1,2, , , , , , , , , , , ,3,1,1,3,6, , ,2,2,2,2,2,1,2,2,1,2, , ,2,2,1,2,2,2, ,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,5,2,3,1,1,3,2,1,2,98,98,2,3,1,4,3,2,4,4,4,4, ,71, , , , , , , , ,3, ,2, ,5, , ,5, , ,2,2, , , , , , , ,5, , ,1,5,3, 
4040659,1.893162673,4,4,1,3,3,3,3,1,3,4,1,3,3,3,2,2,1, ,2,2,2,1,2,2,2,2,2, , , , , , , , , , , ,1,1,1,1,1, , ,1,2,1,2,2,2,2,2,1,2, , ,2,1,1,2,2,2,2,4,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,3,3,1,3,4,4,4,1,55, , , , , , , , ,3, ,2, ,1, , ,7, , ,1,2, , , , , , , ,8, , ,2,5,5, 
4040682,0.429099694,4,4,3,4,3,98,4,2,3,1,1,1,3,3,2,2,1, ,1,1,1,1,1,1,1,1,2, , , , , , , , , , , ,1,1,1,1,2, , ,1,2,1,1,2,2,1,2,1,2, , ,2,2,1,2,2,2, ,1,1,2,1,2,1,1,98,2,2,2,2,2,1,2,2,2,1,1,2,1,2,98,1,1,1,1,1,1,98,2,1,1,1,2,1,2,2,1,1,4,1,4,1,4,4,4,4,98,2,68, , , , , , , , ,0, ,1, ,4, , ,5, , ,2,2, , , , , , , ,1, , ,1,5,3, 
4040911,0.508469155,4,4,3,1,3,3,3,2,3,4,3,1,2,1,2,2,2, ,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,2,1,2,2,2, , ,1,2,2,2,2,2,1,2,1,2, , ,2,1,2,2,2,2,2,2,2, , , ,1,2,1,2,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2,1,2,1,2,3,2,2,1,2,2,2,1,1,1,1,2,2,2,3,3,2,4,2,2,4,3,79, , , , , , , , ,2, ,2, ,1, , ,6, , ,2,2, , , , , , , ,13, , ,1,5,3, 
4041045,0.552118482,4,4,2,3,3,3,3,1,3,2,2,2,2,2,2,1,1, ,98,1,1,2,99,1,2,99,99, , , , , , , , , , , ,3,99,99,99,8, , ,2,1,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,3,1,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,7,2,2,2,1,2,1,1,99,99,99,3,3,3,2,2,4,4,4,2,4,6,62, , , , , , , , ,2, ,3, ,1, , ,10, , ,1,2, , , , , , , ,14, , ,1,5,5, 
4041085,0.345991892,4,4,2,1,3,3,3,2,3,4,1,3,2,2,2,2,1, ,2,2,2,1,2,1,1,1,1, , , , , , , , , , , ,1,1,1,2,2, , ,2,2,1,2,2,2,2,2,1,2, , ,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,1,2,2,1,1,1,1,1,3,2,1,1,2,2,2,1,2,2,1,1,2,1,99,2,1,4,4,99,4,3,50, , , , , , , , ,3, ,3, ,1, , ,8, , ,2,2, , , , , , , ,1, , ,1,5,5, 
4041186,0.55342107,4,4,2,3,3,3,3,2,3,3,1,1,2,1,8,2,2, ,2,2,2, ,98,2,1,98,98, , , , , , , , , , , ,2,1,1,2,1, , ,2,1,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,4,2,2,1,1,2,1,1,2,2,2,1,3,2,3,3,2,3,4,4,4, ,22, , , , , , , , ,0, ,1, ,4, , ,8, , ,2,2, , , , , , , ,8, , ,2,5,5, 
4041242,0.599739415,4,4,2,3,3,3,3,2,3,1,1,1,1,1,2,2,2, ,2,1,2,2,2,2,1,1,2, , , , , , , , , , , ,2,1,1,2,2, , ,2,2,2,2,2,2,2,2,1,2, , ,2,1,1,2,2,2,2,3,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,1,2,1,1,1,1,1,1,2,2,5,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,4,4,4,4,6,49, , , , , , , , ,0, ,3, ,4, , ,10, , ,2,2, , , , , , , ,1, , ,2,5,5, 
4041261,0.92536227,4,4,98,4,4,4,3,3,3,98,3,1,2,1,8,2,1, ,2,1,2,2,2,2,98,98,2, , , , , , , , , , , ,2,1,1,3,8, , ,2,2,1,2,2,2,2,2,1,2, , ,2,1,1,2,2,2,2,2,1,1,1,4,1,1,1,2,2,2,2,2,2,2,2,1,3,4,2,1,1,2,1,1,1,1,1,6,2,2,2,2,1,3,1,98,98,98,2,98,2,2,3,99,4,4,2,2, ,20, , , , , , , , ,0, ,2, ,4, , ,5, , ,2,2, , , , , , , ,15, , ,1,5,3, 
4041299,0.956634497,4,4,2,4,3,3,3,1,1,4,1,1,98,2,8,2,2, ,2,1,2, ,2,2,2,1,98, , , , , , , , , , , ,3,2,2,3,8, , ,2,1,2,1,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,5,2,2,1,2,98,2,2,2,2,2,7,2,2,2,2,3,2,3,98,2,2,4,98,98,3,3,2,4,98,98,4, ,60, , , , , , , , ,2, ,4, ,1, , ,99, , ,2,2, , , , , , , ,8, , ,1,5,99, 
4041342,1.698452795,4,4,1,4,3,3,3,1,3,99,3,3,3,2,2,1,2, ,1,98,1,98,1,1,1,1,1, , , , , , , , , , , ,2,98,1,3,1, , ,1,1,1,2,2,1,1,2,2,1, , ,2,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,2,2,1,98,98,98,98,2,98,1,1,98,1,98,1,1,1,5,2,1,1,1,2,3,2,2,2,2,2,1,2,3,2,98,3,4,98,3,98,75, , , , , , , , ,3, ,2, ,1, , ,3, , ,2,2, , , , , , , ,1, , ,2,5,1, 
4041355,0.552118482,4,4,3,3,3,3,3,2,1,3,3,2,2,1,8,2,2, ,2,2,2, ,2,2,1,1,2, , , , , , , , , , , ,4,2,1,2,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,3,2, , , ,1,2,1,2,2,1,2,1,1,2,2,2,3,1,2,1,2,2,2,2,2,2,2,5,2,2,1,2,2,1,1,1,2,1,2,3,3,3,2,2,4,3,3,4, ,999, , ,5, , , , , ,2, ,4, ,1, , ,9, , ,2,2, , , , , , , ,2, , ,1,5,5, 
4041371,0.710671664,4,4,2,3,3,3,3,2,3,98,1,1,1,1,2,1,1, ,1,1,1,2,2,2,1,1,2, , , , , , , , , , , ,3,1,1,2,8, , ,2,2,1,2,2,2,1,2,2,2, , ,2,1,2,2,2,2,3,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,98,1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,3,1,3,2,1,4,4,4,4,5,52, , , , , , , , ,1, ,3, ,1, , ,9, , ,2,2, , , , , , , ,13, , ,2,5,5, 
4041386,0.619751644,4,4,1,3,3,3,3,2,3,2,1,1,1,1,8,1,2, ,2,1,2, ,2,2,1,2,2, , , , , , , , , , , ,3,2,2,2,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,2, , , ,1,1,2,2,1,1,2,2,2,2,2,2,4,4,2,2,2,2,2,2,2,2,2,7,2,2,1,2,2,1,1,2,1,2,2,3,2,3,2,2,4,4,3,4, ,37, , , , , , , , ,2, ,2, ,1, , ,8, , ,1,2, , , , , , , ,10, , ,1,5,5, 
4041410,1.657375244,4,4,1,1,3,1,2,1,3,4,3,1,1,1,1,1,1, ,98,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1, , ,2,1,1,1,2,1,2,2,2,2, , ,2,2,1,2,2,2, ,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,4,2,4,3,3,3, ,76, , , , , , , , ,4, ,2, ,1, , ,4, , ,2,2, , , , , , , ,14, , ,1,5,2, 
4041414,1.726749236,4,4,2,3,3,3,3,2,3,1,3,1,1,1,2,1,1, ,1,1,1,1,1,2,1,1,1, , , , , , , , , , , ,2,1,1,2,2, , ,2,1,1,2,2,1,2,2,1,2, , ,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,5,2,2,1,1,2,1,1,2,2,2,1,3,1,4,2,2,4,4,4,4,4,36, , , , , , , , ,0, ,3, ,4, , ,7, , ,2,2, , , , , , , ,7, , ,1,5,5, 
4041516,1.657375244,4,4,2,1,3,3,3,2,3,4,3,1,2,1,8,2,2, ,2,1,2, ,2,2,2,98,2, , , , , , , , , , , ,3,2,98,98,10, , ,2,1,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,2,2,4,1,2,1,3,1,2,2,2,1,2,2,1,1,2,2,2,5,2,2,1,1,98,2,98,98,98,98,7,2,3,2,1,2,2,98,98,98,2,98,98,2,3,98,2,4,4,98,4, ,77, , , , , , , , ,2, ,2, ,1, , ,3, , ,2,2, , , , , , , ,15, , ,1,5,1, 
4041598,1.15768108,4,4,1,3,3,3,3,1,3,4,2,1,2,1,8,1,2, ,1,1,2, ,1,1,1,1,1, , , , , , , , , , , ,3,2,1,3,1, , ,2,2,2,2,2,1,2,2,2,2, , ,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,3,1,1,1,1,1,2,2,2,2,2,7,2,2,1,2,2,1,1,1,1,1,2,3,2,3,2,2,4,4,2,4, ,54, , , , , , , , ,2, ,4, ,1, , ,7, , ,2,2, , , , , , , ,8, , ,1,5,5, 
